pkMemberSeason,fkMemberID,Season,MemberType,RatingPoints
10892,777,2016 - 2017,Senior,0
10893,778,2016 - 2017,Regular,6
10894,781,2016 - 2017,Regular,6
10895,754,2016 - 2017,Regular,5
10896,786,2016 - 2017,Regular,5
10897,787,2016 - 2017,Regular,3
10899,792,2016 - 2017,Regular,13
10900,793,2016 - 2017,Regular,18
10901,796,2016 - 2017,First Year,6
10902,797,2016 - 2017,Regular,5
10903,798,2016 - 2017,Regular,4
10904,800,2016 - 2017,Regular,5
10905,801,2016 - 2017,Mixed,3
10907,1804,2016 - 2017,Regular,7
10908,569,2016 - 2017,Regular,15
10910,1809,2016 - 2017,Regular,7
10911,1811,2016 - 2017,Regular,5
10912,240,2016 - 2017,Regular,17
10915,1817,2016 - 2017,Regular,5
10916,1818,2016 - 2017,Regular,5
10918,1820,2016 - 2017,Regular,4
10919,465,2016 - 2017,Regular,8
10921,1824,2016 - 2017,Regular,3
10923,1830,2016 - 2017,Regular,2
10924,1833,2016 - 2017,Regular,7
10925,1837,2016 - 2017,Regular,4
10926,1838,2016 - 2017,Regular,6
10927,1840,2016 - 2017,Regular,5
10928,369,2016 - 2017,Regular,9
10929,38,2016 - 2017,Regular,15
10930,1850,2016 - 2017,Regular,4
10931,317,2016 - 2017,Regular,7
10932,1854,2016 - 2017,Regular,5
10933,2854,2016 - 2017,Regular,4
10935,573,2016 - 2017,Regular,6
10936,2858,2016 - 2017,Regular,4
10938,170,2016 - 2017,Regular,16
10939,2864,2016 - 2017,Social,4
10940,3893,2016 - 2017,Regular,5
10942,3895,2016 - 2017,Regular,15
10943,584,2016 - 2017,Regular,9
10946,3905,2016 - 2017,Regular,3
10947,3909,2016 - 2017,Regular,3
10948,3910,2016 - 2017,Regular,10
10949,519,2016 - 2017,Social,18
10950,3911,2016 - 2017,Regular,4
10951,3912,2016 - 2017,Regular,3
10952,3916,2016 - 2017,Regular,5
10953,3920,2016 - 2017,Regular,5
10955,3922,2016 - 2017,Regular,3
10956,3933,2016 - 2017,Regular,4
10957,3934,2016 - 2017,Regular,4
10958,738,2016 - 2017,Regular,3
10959,3936,2016 - 2017,Regular,4
10961,3938,2016 - 2017,Regular,6
10962,3940,2016 - 2017,Regular,8
10963,3942,2016 - 2017,Regular,7
10964,3948,2016 - 2017,Regular,6
10965,3958,2016 - 2017,Regular,13
10966,4949,2016 - 2017,Regular,4
10968,4953,2016 - 2017,Regular,3
10969,4956,2016 - 2017,Regular,4
10970,4957,2016 - 2017,Regular,3
10971,4958,2016 - 2017,Regular,3
10973,4967,2016 - 2017,Regular,3
10974,4969,2016 - 2017,Regular,4
10975,4971,2016 - 2017,Regular,5
10976,4979,2016 - 2017,Regular,3
10977,4984,2016 - 2017,Regular,4
10978,4988,2016 - 2017,Regular,4
10979,4991,2016 - 2017,Regular,4
10981,5001,2016 - 2017,Regular,3
10982,5007,2016 - 2017,Regular,3
10983,5011,2016 - 2017,Regular,3
10984,5012,2016 - 2017,Regular,5
10985,5016,2016 - 2017,Student,2
10986,5017,2016 - 2017,Regular,4
10988,5020,2016 - 2017,Regular,4
10989,5022,2016 - 2017,Regular,3
10990,5024,2016 - 2017,Regular,4
10993,6032,2016 - 2017,Regular,5
10994,6033,2016 - 2017,Regular,3
10995,6036,2016 - 2017,Regular,4
10999,6040,2016 - 2017,Regular,5
11001,6043,2016 - 2017,Regular,4
11002,6056,2016 - 2017,Social,0
11003,6057,2016 - 2017,Regular,4
11004,6058,2016 - 2017,Regular,4
11006,6061,2016 - 2017,Mixed,3
11007,6063,2016 - 2017,Mixed,2
11008,6064,2016 - 2017,Student,4
11009,6065,2016 - 2017,Regular,3
11010,6066,2016 - 2017,Regular,4
11012,293,2016 - 2017,Regular,16
11013,6073,2016 - 2017,Regular,5
11014,500,2016 - 2017,Regular,16
11015,533,2016 - 2017,Regular,9
11017,7083,2016 - 2017,Second Year,3
11020,5005,2016 - 2017,Regular,3
11021,206,2016 - 2017,Regular,6
11022,516,2016 - 2017,Regular,8
11023,7095,2016 - 2017,Second Year,3
11028,7101,2016 - 2017,Second Year,2
11029,7104,2016 - 2017,Second Year,2
11030,7105,2016 - 2017,Regular,5
11033,685,2016 - 2017,Regular,9
11035,7114,2016 - 2017,Second Year,3
11036,553,2016 - 2017,Regular,7
11038,7119,2016 - 2017,Second Year,3
11039,7120,2016 - 2017,Second Year,2
11041,7122,2016 - 2017,Regular,9
11043,7125,2016 - 2017,Second Year,3
11044,7126,2016 - 2017,Second Year,3
11045,204,2016 - 2017,Regular,12
11046,7129,2016 - 2017,Second Year,3
11047,7132,2016 - 2017,Second Year,2
11048,255,2016 - 2017,Regular,13
11051,7136,2016 - 2017,Regular,19
11056,7152,2016 - 2017,Second Year,3
11057,7156,2016 - 2017,Second Year,3
11058,7159,2016 - 2017,Second Year,2
11059,7163,2016 - 2017,Regular,12
11060,7166,2016 - 2017,Second Year,2
11061,7167,2016 - 2017,Regular,5
11064,7078,2016 - 2017,Regular,16
11065,7171,2016 - 2017,Second Year,2
11067,7173,2016 - 2017,Second Year,3
11068,7175,2016 - 2017,Second Year,3
11070,7177,2016 - 2017,Regular,11
11072,7179,2016 - 2017,Regular,8
11073,7182,2016 - 2017,Second Year,2
11074,7183,2016 - 2017,Regular,2
11075,7185,2016 - 2017,Regular,4
11076,7186,2016 - 2017,Regular,11
11077,7187,2016 - 2017,Student,3
11078,7188,2016 - 2017,Student,4
11080,7192,2016 - 2017,Second Year,2
11081,7193,2016 - 2017,Second Year,2
11084,7196,2016 - 2017,Second Year,2
11085,7201,2016 - 2017,Second Year,3
11086,7202,2016 - 2017,Second Year,2
11090,7209,2016 - 2017,Second Year,2
11091,7210,2016 - 2017,Second Year,2
11092,1847,2016 - 2017,Senior,0
11095,7214,2016 - 2017,Second Year,2
11097,7215,2016 - 2017,Second Year,2
11099,7219,2016 - 2017,Second Year,3
11101,7221,2016 - 2017,Regular,2
11104,7223,2016 - 2017,Second Year,2
11109,337,2016 - 2017,Social,0
11110,7227,2016 - 2017,Second Year,3
11111,114,2016 - 2017,Social,0
11112,7228,2016 - 2017,Second Year,2
11113,7229,2016 - 2017,Second Year,2
11114,7230,2016 - 2017,Regular,12
11115,7231,2016 - 2017,Regular,12
11116,388,2016 - 2017,Regular,8
11117,295,2016 - 2017,Regular,10
11119,744,2016 - 2017,Competitive,0
11122,7238,2016 - 2017,Regular,12
11123,7239,2016 - 2017,Regular,16
11124,7240,2016 - 2017,Prospective,1
11125,7241,2016 - 2017,Regular,6
11126,7205,2016 - 2017,Regular,10
11128,7244,2016 - 2017,Regular,8
11129,7245,2016 - 2017,Regular,7
11131,7246,2016 - 2017,First Year,1
11132,7247,2016 - 2017,First Year,1
11133,7248,2016 - 2017,Student,1
11134,7249,2016 - 2017,First Year,1
11135,7250,2016 - 2017,First Year,1
11136,7251,2016 - 2017,Student,1
11137,7252,2016 - 2017,Regular,17
11138,7253,2016 - 2017,Regular,8
11140,414,2016 - 2017,Regular,15
11141,497,2016 - 2017,Regular,6
11142,7255,2016 - 2017,First Year,1
11143,7256,2016 - 2017,First Year,1
11144,7257,2016 - 2017,First Year,1
11145,7258,2016 - 2017,First Year,1
11146,7259,2016 - 2017,First Year,1
11147,79,2016 - 2017,Regular,15
11148,7260,2016 - 2017,Learn2Curl,1
11149,7261,2016 - 2017,Learn2Curl,1
11151,7263,2016 - 2017,Student,1
11152,7264,2016 - 2017,First Year,1
11154,7266,2016 - 2017,Mixed,1
11156,7268,2016 - 2017,First Year,1
11165,448,2016 - 2017,Regular,6
11166,7276,2016 - 2017,First Year,1
11167,7277,2016 - 2017,First Year,1
11168,7278,2016 - 2017,First Year,1
11170,7280,2016 - 2017,First Year,1
11172,158,2016 - 2017,Regular,12
11174,7283,2016 - 2017,First Year,1
11175,286,2016 - 2017,Regular,11
11176,7284,2016 - 2017,First Year,1
11177,7285,2016 - 2017,First Year,1
11178,7286,2016 - 2017,First Year,1
11181,7289,2016 - 2017,Prospective,0
11182,7290,2016 - 2017,First Year,1
11184,315,2016 - 2017,Regular,20
11185,7292,2016 - 2017,Learn2Curl,1
11187,7294,2016 - 2017,First Year,1
11188,7295,2016 - 2017,Mixed,0
11189,7296,2016 - 2017,First Year,1
11191,30,2016 - 2017,Regular,10
11195,7301,2016 - 2017,Learn2Curl,1
11196,7302,2016 - 2017,First Year,1
11197,7303,2016 - 2017,First Year,1
11199,7305,2016 - 2017,Prospective,0
11201,7307,2016 - 2017,First Year,1
11203,7309,2016 - 2017,First Year,1
11204,7310,2016 - 2017,First Year,1
11205,1825,2016 - 2017,Regular,3
11206,426,2016 - 2017,Regular,16
11208,7312,2016 - 2017,Student,1
11209,449,2016 - 2017,Regular,13
11213,7316,2016 - 2017,Regular,8
11215,7318,2016 - 2017,Learn2Curl,1
11216,7319,2016 - 2017,First Year,1
11219,7322,2016 - 2017,Regular,1
11220,7323,2016 - 2017,First Year,1
11221,7324,2016 - 2017,First Year,2
11223,7325,2016 - 2017,First Year,1
11225,7234,2016 - 2017,Second Year,3
11226,7327,2016 - 2017,Second Year,1
11227,7328,2016 - 2017,Learn2Curl,1
11228,7329,2016 - 2017,Learn2Curl,1
11231,7332,2016 - 2017,Learn2Curl,1
11232,7333,2016 - 2017,Learn2Curl,1
11235,7336,2016 - 2017,Learn2Curl,1
11236,7337,2016 - 2017,Learn2Curl,1
11238,7339,2016 - 2017,First Year,1
11240,7340,2016 - 2017,First Year,1
11241,7341,2016 - 2017,First Year,1
11242,7342,2016 - 2017,First Year,1
11245,654,2016 - 2017,Social,0
11247,7346,2016 - 2017,First Year,1
11248,7347,2016 - 2017,First Year,1
11251,7349,2016 - 2017,First Year,1
11253,7351,2016 - 2017,Student,12
11254,7352,2016 - 2017,Regular,16
11255,7353,2016 - 2017,Regular,4
11256,243,2016 - 2017,Regular,5
11257,7354,2016 - 2017,First Year,1
11258,7355,2016 - 2017,First Year,1
11259,7357,2016 - 2017,First Year,1
11263,7360,2016 - 2017,First Year,1
11267,7364,2016 - 2017,First Year,1
11268,7365,2016 - 2017,First Year,1
11270,7367,2016 - 2017,First Year,3
11272,7369,2016 - 2017,Prospective,1
11273,7370,2016 - 2017,First Year,1
11278,7374,2016 - 2017,First Year,1
11280,7376,2016 - 2017,First Year,1
11281,129,2016 - 2017,Social,0
11282,7377,2016 - 2017,Mixed,0
11283,7378,2016 - 2017,First Year,1
11284,7379,2016 - 2017,Mixed,0
11285,7380,2016 - 2017,First Year,1
11286,7381,2016 - 2017,First Year,1
11287,7382,2016 - 2017,Regular,17
11288,7383,2016 - 2017,First Year,1
11289,7384,2016 - 2017,Prospective,1
11290,7385,2016 - 2017,Prospective,1
11291,7386,2016 - 2017,Prospective,1
11292,7387,2016 - 2017,Prospective,1
11294,292,2016 - 2017,Regular,7
11295,7389,2016 - 2017,First Year,2
11296,7390,2016 - 2017,First Year,1
11297,7391,2016 - 2017,Regular,4
11298,7392,2016 - 2017,First Year,1
11301,7395,2016 - 2017,Fowler Only,0
11303,7397,2016 - 2017,Fowler Only,0
11304,7398,2016 - 2017,Fowler Only,0
11305,7399,2016 - 2017,Fowler Only,0
11306,7400,2016 - 2017,Prospective,0
11307,7401,2016 - 2017,Prospective,0
11308,7402,2016 - 2017,First Year,1
11309,7403,2016 - 2017,Fowler Only,0
11310,7404,2016 - 2017,Fowler Only,0
11311,7405,2016 - 2017,Fowler Only,0
11312,7406,2016 - 2017,Fowler Only,0
11313,7407,2016 - 2017,Fowler Only,0
11314,7408,2016 - 2017,Fowler Only,0
11315,7409,2016 - 2017,Fowler Only,0
11316,7410,2016 - 2017,Fowler Only,0
11317,7411,2016 - 2017,Fowler Only,0
11318,7412,2016 - 2017,Prospective,0
11319,7413,2016 - 2017,Prospective,1
11320,7414,2016 - 2017,Prospective,0
11321,7415,2016 - 2017,Prospective,1
11322,7416,2016 - 2017,First Year,1
11323,7213,2016 - 2017,Second Year,2
11324,7417,2016 - 2017,First Year,1
11325,789,2016 - 2017,Regular,3
11326,7418,2016 - 2017,Regular,7
11327,7419,2016 - 2017,Prospective,0
11328,7420,2016 - 2017,Prospective,0
11329,2,2016 - 2017,Regular,8
11330,6,2017 - 2018,Regular,6
11331,7,2017 - 2018,Regular,13
11332,8,2017 - 2018,Regular,17
11333,9,2017 - 2018,Regular,15
11334,12,2017 - 2018,Honorary,0
11335,13,2017 - 2018,Regular,13
11336,15,2017 - 2018,Regular,8
11337,17,2017 - 2018,Regular,14
11338,18,2017 - 2018,Regular,10
11339,22,2017 - 2018,Regular,13
11340,23,2017 - 2018,Regular,10
11341,25,2017 - 2018,Regular,18
11342,26,2017 - 2018,Regular,8
11343,27,2017 - 2018,Regular,13
11346,33,2017 - 2018,Regular,15
11347,34,2017 - 2018,Regular,14
11348,37,2017 - 2018,Regular,18
11350,41,2017 - 2018,Regular,13
11352,45,2017 - 2018,Regular,15
11353,46,2017 - 2018,Regular,17
11354,50,2017 - 2018,Regular,9
11355,51,2017 - 2018,Life,0
11356,53,2017 - 2018,Regular,8
11357,55,2017 - 2018,Regular,8
11358,59,2017 - 2018,Regular,9
11359,60,2017 - 2018,Regular,20
11360,61,2017 - 2018,Regular,19
11361,62,2017 - 2018,Honorary,0
11362,63,2017 - 2018,Social,0
11363,64,2017 - 2018,Regular,7
11364,65,2017 - 2018,Regular,18
11365,71,2017 - 2018,Mixed,13
11366,75,2017 - 2018,Regular,18
11367,79,2017 - 2018,Regular,15
11369,82,2017 - 2018,Regular,15
11370,83,2017 - 2018,Regular,13
11371,86,2017 - 2018,Senior,0
11372,87,2017 - 2018,Regular,6
11373,91,2017 - 2018,Regular,9
11374,93,2017 - 2018,Regular,14
11375,94,2017 - 2018,Regular,17
11376,99,2017 - 2018,Regular,19
11377,100,2017 - 2018,Regular,9
11378,101,2017 - 2018,Regular,16
11379,105,2017 - 2018,Regular,11
11380,107,2017 - 2018,Regular,16
11381,109,2017 - 2018,Regular,8
11382,111,2017 - 2018,Regular,19
11383,113,2017 - 2018,Regular,13
11384,114,2017 - 2018,Social,0
11385,115,2017 - 2018,Regular,17
11386,117,2017 - 2018,Regular,15
11387,118,2017 - 2018,Regular,12
11388,122,2017 - 2018,Regular,19
11389,127,2017 - 2018,Regular,10
11390,128,2017 - 2018,Regular,10
11391,129,2017 - 2018,Honorary,0
11392,133,2017 - 2018,Regular,4
11394,136,2017 - 2018,Regular,7
11395,138,2017 - 2018,Senior,7
11397,143,2017 - 2018,Senior,0
11398,144,2017 - 2018,Regular,3
11399,145,2017 - 2018,Regular,9
11400,146,2017 - 2018,Regular,19
11401,149,2017 - 2018,Regular,14
11402,152,2017 - 2018,Regular,18
11403,158,2017 - 2018,Regular,12
11404,161,2017 - 2018,Regular,11
11405,163,2017 - 2018,Regular,8
11406,166,2017 - 2018,Regular,17
11407,167,2017 - 2018,Regular,15
11408,168,2017 - 2018,Regular,18
11410,171,2017 - 2018,Regular,18
11411,173,2017 - 2018,Regular,7
11412,174,2017 - 2018,Regular,10
11413,176,2017 - 2018,Regular,3
11415,179,2017 - 2018,Regular,9
11416,180,2017 - 2018,Regular,11
11417,182,2017 - 2018,Regular,8
11418,185,2017 - 2018,Regular,16
11420,191,2017 - 2018,Regular,13
11421,192,2017 - 2018,Competitive,20
11422,193,2017 - 2018,Regular,20
11423,194,2017 - 2018,Regular,15
11424,195,2017 - 2018,Regular,17
11425,196,2017 - 2018,Regular,12
11426,199,2017 - 2018,Regular,8
11427,201,2017 - 2018,Regular,17
11428,202,2017 - 2018,Regular,15
11429,203,2017 - 2018,Regular,6
11430,204,2017 - 2018,Regular,14
11431,205,2017 - 2018,Regular,12
11432,206,2017 - 2018,Regular,6
11433,208,2017 - 2018,Regular,17
11434,209,2017 - 2018,Regular,19
11435,210,2017 - 2018,Regular,17
11436,211,2017 - 2018,Regular,13
11437,213,2017 - 2018,Regular,8
11438,216,2017 - 2018,Regular,6
11439,217,2017 - 2018,Regular,5
11440,218,2017 - 2018,Regular,14
11441,219,2017 - 2018,Mixed,8
11442,220,2017 - 2018,Regular,13
11444,230,2017 - 2018,Regular,12
11445,231,2017 - 2018,Regular,15
11446,233,2017 - 2018,Regular,15
11447,235,2017 - 2018,Regular,16
11449,243,2017 - 2018,Regular,5
11450,244,2017 - 2018,Regular,8
11451,245,2017 - 2018,Regular,19
11452,246,2017 - 2018,Regular,7
11453,247,2017 - 2018,Regular,8
11454,249,2017 - 2018,Regular,6
11455,251,2017 - 2018,Regular,9
11456,252,2017 - 2018,Regular,12
11457,255,2017 - 2018,Regular,13
11458,258,2017 - 2018,Regular,17
11459,262,2017 - 2018,Regular,18
11460,263,2017 - 2018,Regular,17
11461,264,2017 - 2018,Regular,15
11462,265,2017 - 2018,Regular,4
11463,266,2017 - 2018,Regular,14
11464,268,2017 - 2018,Regular,16
11465,270,2017 - 2018,Regular,15
11466,273,2017 - 2018,Regular,19
11468,276,2017 - 2018,Regular,16
11469,277,2017 - 2018,Regular,17
11470,279,2017 - 2018,Regular,13
11471,282,2017 - 2018,Regular,18
11472,286,2017 - 2018,Regular,11
11473,287,2017 - 2018,Regular,7
11474,289,2017 - 2018,Regular,13
11475,292,2017 - 2018,Regular,6
11476,293,2017 - 2018,Honorary,16
11477,294,2017 - 2018,Honorary,17
11478,295,2017 - 2018,Regular,11
11479,297,2017 - 2018,Regular,15
11480,298,2017 - 2018,Regular,13
11481,300,2017 - 2018,Regular,12
11482,304,2017 - 2018,Regular,16
11483,305,2017 - 2018,Regular,16
11484,306,2017 - 2018,Regular,19
11485,308,2017 - 2018,Regular,12
11486,310,2017 - 2018,Regular,16
11487,312,2017 - 2018,Regular,16
11488,313,2017 - 2018,Regular,15
11489,315,2017 - 2018,Regular,20
11490,317,2017 - 2018,Regular,7
11491,318,2017 - 2018,Regular,16
11492,319,2017 - 2018,Regular,8
11493,320,2017 - 2018,Regular,12
11494,321,2017 - 2018,Senior,14
11495,322,2017 - 2018,Regular,15
11497,326,2017 - 2018,Regular,14
11498,330,2017 - 2018,Regular,12
11499,331,2017 - 2018,Regular,16
11500,332,2017 - 2018,Regular,16
11501,334,2017 - 2018,Regular,18
11502,336,2017 - 2018,Social,0
11503,337,2017 - 2018,Social,0
11504,338,2017 - 2018,Regular,17
11505,343,2017 - 2018,Regular,13
11506,344,2017 - 2018,Regular,18
11507,345,2017 - 2018,Regular,19
11508,346,2017 - 2018,Regular,19
11509,347,2017 - 2018,Regular,20
11510,349,2017 - 2018,Senior,5
11511,350,2017 - 2018,Regular,15
11512,351,2017 - 2018,Regular,4
11513,360,2017 - 2018,Honorary,17
11514,361,2017 - 2018,Regular,16
11515,364,2017 - 2018,Regular,12
11516,365,2017 - 2018,Regular,15
11517,368,2017 - 2018,Regular,14
11518,369,2017 - 2018,Regular,9
11519,370,2017 - 2018,Regular,13
11520,373,2017 - 2018,Regular,17
11521,376,2017 - 2018,Regular,10
11523,378,2017 - 2018,Regular,16
11524,380,2017 - 2018,Regular,13
11525,384,2017 - 2018,Regular,17
11526,385,2017 - 2018,Regular,18
11527,386,2017 - 2018,Regular,18
11528,387,2017 - 2018,Regular,12
11529,388,2017 - 2018,Regular,8
11530,393,2017 - 2018,Regular,14
11531,394,2017 - 2018,Regular,8
11532,396,2017 - 2018,Regular,13
11533,398,2017 - 2018,Regular,18
11534,399,2017 - 2018,Regular,11
11535,401,2017 - 2018,Regular,15
11537,408,2017 - 2018,Regular,16
11538,409,2017 - 2018,Regular,19
11539,410,2017 - 2018,Regular,19
11540,411,2017 - 2018,Regular,9
11541,414,2017 - 2018,Regular,15
11542,416,2017 - 2018,Regular,16
11543,418,2017 - 2018,Regular,13
11544,419,2017 - 2018,Regular,18
11545,420,2017 - 2018,Regular,17
11546,426,2017 - 2018,Regular,16
11547,427,2017 - 2018,Regular,16
11548,432,2017 - 2018,Regular,9
11549,435,2017 - 2018,Regular,17
11550,437,2017 - 2018,Regular,13
11551,439,2017 - 2018,Senior,0
11552,440,2017 - 2018,Regular,9
11553,444,2017 - 2018,Regular,10
11554,445,2017 - 2018,Regular,5
11555,446,2017 - 2018,Regular,16
11556,447,2017 - 2018,Regular,16
11557,448,2017 - 2018,Regular,6
11558,449,2017 - 2018,Regular,13
11559,451,2017 - 2018,Regular,14
11560,453,2017 - 2018,Regular,16
11561,454,2017 - 2018,Regular,18
11562,455,2017 - 2018,Regular,8
11563,457,2017 - 2018,Regular,9
11564,461,2017 - 2018,Regular,20
11566,465,2017 - 2018,Regular,9
11567,470,2017 - 2018,Regular,16
11568,471,2017 - 2018,Regular,16
11569,473,2017 - 2018,Regular,16
11570,474,2017 - 2018,Regular,18
11571,481,2017 - 2018,Regular,10
11572,482,2017 - 2018,Regular,14
11573,486,2017 - 2018,Regular,8
11575,488,2017 - 2018,Regular,15
11576,492,2017 - 2018,Regular,15
11577,495,2017 - 2018,Regular,14
11578,496,2017 - 2018,Regular,17
11579,497,2017 - 2018,Regular,6
11580,498,2017 - 2018,Social,12
11581,500,2017 - 2018,Regular,16
11582,502,2017 - 2018,Regular,19
11583,509,2017 - 2018,Regular,6
11584,511,2017 - 2018,Regular,17
11585,512,2017 - 2018,Regular,2
11586,513,2017 - 2018,Regular,8
11587,514,2017 - 2018,Regular,17
11588,516,2017 - 2018,Regular,9
11590,523,2017 - 2018,Regular,17
11591,524,2017 - 2018,Regular,17
11592,533,2017 - 2018,Regular,10
11593,534,2017 - 2018,Regular,15
11594,535,2017 - 2018,Regular,12
11595,550,2017 - 2018,Regular,13
11597,552,2017 - 2018,Regular,10
11598,553,2017 - 2018,Regular,8
11599,554,2017 - 2018,Regular,13
11600,569,2017 - 2018,Regular,15
11601,571,2017 - 2018,Regular,11
11602,573,2017 - 2018,Regular,6
11603,575,2017 - 2018,Regular,18
11604,579,2017 - 2018,Regular,13
11605,584,2017 - 2018,Honorary,9
11606,585,2017 - 2018,Regular,14
11607,586,2017 - 2018,Regular,15
11608,587,2017 - 2018,Regular,6
11609,588,2017 - 2018,Life,0
11610,589,2017 - 2018,Regular,5
11611,593,2017 - 2018,Regular,7
11613,598,2017 - 2018,Regular,5
11614,605,2017 - 2018,Regular,17
11616,608,2017 - 2018,Regular,15
11617,615,2017 - 2018,Student,8
11618,618,2017 - 2018,Regular,4
11619,624,2017 - 2018,Regular,11
11620,631,2017 - 2018,Regular,10
11621,634,2017 - 2018,Regular,16
11622,635,2017 - 2018,Regular,13
11623,638,2017 - 2018,Regular,9
11624,640,2017 - 2018,Regular,8
11625,643,2017 - 2018,Regular,8
11626,645,2017 - 2018,Regular,5
11627,648,2017 - 2018,Regular,11
11628,649,2017 - 2018,Regular,5
11630,654,2017 - 2018,Social,0
11631,655,2017 - 2018,Honorary,0
11632,656,2017 - 2018,Honorary,0
11633,657,2017 - 2018,Honorary,0
11634,659,2017 - 2018,Regular,9
11635,675,2017 - 2018,Senior,0
11636,677,2017 - 2018,Student,12
11637,685,2017 - 2018,Regular,10
11638,690,2017 - 2018,Regular,5
11639,691,2017 - 2018,Regular,18
11640,697,2017 - 2018,Regular,6
11641,701,2017 - 2018,Regular,13
11642,707,2017 - 2018,Regular,6
11643,712,2017 - 2018,Regular,8
11644,718,2017 - 2018,Regular,9
11645,723,2017 - 2018,Regular,8
11646,724,2017 - 2018,Regular,10
11647,726,2017 - 2018,Regular,9
11648,732,2017 - 2018,Regular,6
11649,738,2017 - 2018,Regular,4
11651,742,2017 - 2018,Regular,8
11652,743,2017 - 2018,Regular,17
11655,748,2017 - 2018,Regular,7
11656,754,2017 - 2018,Regular,6
11657,755,2017 - 2018,Regular,5
11658,756,2017 - 2018,Regular,14
11659,757,2017 - 2018,Regular,7
11661,777,2017 - 2018,Senior,0
11662,778,2017 - 2018,Regular,8
11663,781,2017 - 2018,Regular,7
11667,792,2017 - 2018,Regular,13
11668,793,2017 - 2018,Regular,18
11669,796,2017 - 2018,Student,9
11670,797,2017 - 2018,Regular,6
11671,798,2017 - 2018,Regular,4
11672,800,2017 - 2018,Regular,6
11673,801,2017 - 2018,Mixed,3
11674,1804,2017 - 2018,Regular,8
11675,1809,2017 - 2018,Regular,8
11676,1811,2017 - 2018,Regular,6
11677,1817,2017 - 2018,Regular,7
11678,1818,2017 - 2018,Regular,6
11679,1820,2017 - 2018,Regular,5
11680,1824,2017 - 2018,Regular,4
11682,1830,2017 - 2018,Regular,2
11683,1833,2017 - 2018,Regular,8
11684,1837,2017 - 2018,Regular,5
11685,1838,2017 - 2018,Regular,8
11687,1847,2017 - 2018,Senior,0
11688,1850,2017 - 2018,Regular,6
11689,1854,2017 - 2018,Regular,6
11690,2854,2017 - 2018,Regular,4
11691,2858,2017 - 2018,Regular,4
11692,2864,2017 - 2018,Regular,5
11693,3893,2017 - 2018,Regular,7
11694,3895,2017 - 2018,Regular,15
11695,3905,2017 - 2018,Regular,4
11696,3909,2017 - 2018,Regular,4
11697,3910,2017 - 2018,Regular,10
11698,3911,2017 - 2018,Regular,5
11700,3916,2017 - 2018,Regular,6
11701,3920,2017 - 2018,Regular,6
11702,3922,2017 - 2018,Regular,3
11703,3933,2017 - 2018,Regular,5
11704,3934,2017 - 2018,Regular,5
11705,3936,2017 - 2018,Regular,4
11706,3938,2017 - 2018,Regular,7
11707,3940,2017 - 2018,Regular,9
11708,3942,2017 - 2018,Regular,8
11709,3948,2017 - 2018,Regular,6
11710,3958,2017 - 2018,Regular,13
11712,4953,2017 - 2018,Regular,3
11713,4956,2017 - 2018,Regular,5
11714,4957,2017 - 2018,Regular,4
11715,4958,2017 - 2018,Regular,4
11716,4967,2017 - 2018,Regular,4
11717,4969,2017 - 2018,Regular,5
11718,4971,2017 - 2018,Regular,6
11720,4984,2017 - 2018,Regular,6
11721,4988,2017 - 2018,Regular,5
11722,4991,2017 - 2018,Regular,6
11723,5001,2017 - 2018,Regular,3
11724,5005,2017 - 2018,Regular,3
11725,5007,2017 - 2018,Regular,3
11726,5011,2017 - 2018,Regular,5
11728,5016,2017 - 2018,Student,3
11730,5020,2017 - 2018,Regular,5
11731,5022,2017 - 2018,Competitive,4
11732,5024,2017 - 2018,Regular,6
11733,6032,2017 - 2018,Regular,6
11734,6033,2017 - 2018,Regular,4
11735,6036,2017 - 2018,Regular,5
11736,6040,2017 - 2018,Regular,6
11738,6056,2017 - 2018,Social,0
11739,6057,2017 - 2018,Regular,6
11740,6058,2017 - 2018,Regular,5
11744,6065,2017 - 2018,Regular,3
11745,6066,2017 - 2018,Regular,4
11746,6073,2017 - 2018,Regular,6
11747,7078,2017 - 2018,Regular,15
11748,7083,2017 - 2018,Regular,5
11749,7095,2017 - 2018,Regular,4
11751,7104,2017 - 2018,Regular,3
11752,7105,2017 - 2018,Regular,5
11753,7114,2017 - 2018,Regular,5
11754,7119,2017 - 2018,Regular,5
11755,7120,2017 - 2018,Regular,3
11756,7122,2017 - 2018,Regular,11
11757,7125,2017 - 2018,Regular,4
11758,7126,2017 - 2018,Regular,4
11759,7129,2017 - 2018,Regular,4
11760,7132,2017 - 2018,Regular,2
11761,7136,2017 - 2018,Regular,19
11762,7152,2017 - 2018,Regular,5
11763,7156,2017 - 2018,Regular,5
11764,7159,2017 - 2018,Regular,3
11765,7163,2017 - 2018,Regular,13
11766,7166,2017 - 2018,Regular,3
11767,7167,2017 - 2018,Regular,6
11768,7171,2017 - 2018,Regular,3
11769,7173,2017 - 2018,Regular,5
11770,7175,2017 - 2018,Regular,8
11771,7177,2017 - 2018,Regular,11
11773,7182,2017 - 2018,Regular,3
11774,7183,2017 - 2018,Regular,3
11775,7185,2017 - 2018,Regular,5
11776,7186,2017 - 2018,Regular,12
11777,7187,2017 - 2018,Student,5
11778,7188,2017 - 2018,Student,6
11780,7193,2017 - 2018,Regular,3
11781,7196,2017 - 2018,Regular,3
11782,7201,2017 - 2018,Regular,5
